CustomerID,Recency,Frequency,Monetary
12348,0.27102330293819654,0.32093503809892804,0.5841788632486308
12352,0.3947990543735225,0.43923543846054497,0.5971087366436204
12359,0.3172914555893279,0.5627017951698308,0.684475172847266
12360,0.3328267477203647,0.48275862068965514,0.5785220436383228
12370,0.33603512326916585,0.48572904558956476,0.5936068959324774
12371,0.36102668017561634,0.38693013044039776,0.5778935081260663
12372,0.2801418439716312,0.3732403461190753,0.5404507497530754
12378,0.1793313069908814,0.5411339274183133,0.6225195294962738
12379,0.2580209388720027,0.2974299367170347,0.47005477238035387
12393,0.2777777777777778,0.3732403461190753,0.5290473197449942
12394,0.30040526849037485,0.28374015239571226,0.5686450570171501
12398,0.3571428571428571,0.43032416376081617,0.5421567747149143
12399,0.19300911854103342,0.38693013044039776,0.5092933465026489
12407,0.3427895981087471,0.4207671445176288,0.5564335099218821
12408,0.41472475515028706,0.43923543846054497,0.6008799497171591
12409,0.2642688280986153,0.4256748030479142,0.6755858848882106
12412,0.27321850726106045,0.4104352318222911,0.5382059800664452
12413,0.29246876055386684,0.28374015239571226,0.42219628266139897
12418,0.20330969267139476,0.3658788583236472,0.4995959414564066
12420,0.30040526849037485,0.3096990830427483,0.49411870342102904
12425,0.2642688280986153,0.34082397003745313,0.4717607973421928
12432,0.36879432624113473,0.45163373369495025,0.6081530035018409
12434,0.25177304964539005,0.34082397003745313,0.47463410254107935
12435,0.262242485646741,0.2974299367170347,0.6976744186046513
12446,0.3172914555893279,0.349735244737182,0.4772380353775703
12454,0.32033096926713944,0.20780059408497997,0.6209930861093653
12455,0.2755825734549139,0.4553790520470101,0.5980964353057378
12456,0.36102668017561634,0.4476301175255069,0.540271168178145
12457,0.2478892266126309,0.349735244737182,0.5298554368321811
12458,0.2801418439716312,0.28374015239571226,0.46511627906976744
12463,0.32961837217156364,0.43923543846054497,0.5341653946305109
12473,0.32961837217156364,0.5151749967712772,0.5924396156954297
12475,0.32961837217156364,0.32093503809892804,0.47337703151656646
12483,0.3770685579196217,0.3658788583236472,0.5216844751728473
12491,0.3856805133400878,0.349735244737182,0.4867558588488822
12497,0.2580209388720027,0.25132377631409014,0.5536499955104607
12502,0.23100303951367773,0.4732016014464678,0.5954027116817815
12516,0.2664640324214792,0.25132377631409014,0.5137828858759093
12520,0.262242485646741,0.4796590468810538,0.5727754332405496
12530,0.3113812901046943,0.39919927676611133,0.532459369668672
12541,0.4314420803782506,0.3802143871884282,0.5090239741402532
12545,0.27102330293819654,0.35812992380214387,0.5058812965789711
12546,0.3534278959810875,0.39919927676611133,0.5040854808296669
12550,0.262242485646741,0.38693013044039776,0.48397234443746084
12556,0.3394123606889564,0.4663567092858065,0.46547544221962833
