CustomerID,Recency,Frequency,Monetary
12367,0.7659574468085106,0.17900038744672606,0.351171769776421
12374,0.4564336372847011,0.2974299367170347,0.449223309688426
12375,0.6111111111111112,0.20780059408497997,0.4311753614079196
12384,0.4373522458628841,0.2685005811700891,0.45110891622519533
12403,0.3427895981087471,0.0,0.37676214420400467
12421,0.5427220533603512,0.33126695079426577,0.4648469067073719
12427,0.4858156028368794,0.3096990830427483,0.5113585346143487
12430,0.3649105032083755,0.20780059408497997,0.4475172847265871
12442,0.8144208037825059,0.14193465065220198,0.2904731974499417
12445,0.478047956771361,0.08950019372336303,0.36571787734578437
12448,0.36102668017561634,0.20780059408497997,0.3757744455418875
12452,0.5317460317460317,0.2974299367170347,0.44473377031516576
12479,0.5950692333671057,0.3096990830427483,0.4167190446260214
12492,0.30040526849037485,0.25132377631409014,0.3922061596480202
12498,0.4858156028368794,0.20780059408497997,0.37146448774355756
12504,0.5119891928402567,0.17900038744672606,0.43099577983298915
12508,0.4498480243161094,0.3732403461190753,0.39409176618478947
12512,0.29246876055386684,0.33126695079426577,0.32719762952321096
12519,0.30040526849037485,0.20780059408497997,0.3708359522313011
12522,0.38129010469436,0.25132377631409014,0.39337343988506784
12531,0.5543735224586288,0.17900038744672606,0.274939391218461
12532,0.4257007767646066,0.14193465065220198,0.3439885067792045
12538,0.4314420803782506,0.08950019372336303,0.2849061686270989
12544,0.3947990543735225,0.17900038744672606,0.3512615605638862
12552,0.3856805133400878,0.08950019372336303,0.41698841698841704
12558,0.6713947990543736,0.14193465065220198,0.34111520158031794
12571,0.38129010469436,0.32093503809892804,0.43449762054413227
12581,0.38129010469436,0.17900038744672606,0.33976833976833976
12586,0.5216143194866598,0.14193465065220198,0.301068510370836
12587,0.6713947990543736,0.08950019372336303,0.351171769776421
12588,0.38129010469436,0.14193465065220198,0.3615875011223849
12589,0.4373522458628841,0.2685005811700891,0.44437460716530486
12602,0.3144208037825059,0.20780059408497997,0.32378557959953314
12603,0.4858156028368794,0.14193465065220198,0.5731345963904104
12617,0.4314420803782506,0.32093503809892804,0.4167190446260214
12618,0.4858156028368794,0.17900038744672606,0.3248630690491156
12642,0.4564336372847011,0.3096990830427483,0.4695160276555626
12650,0.8144208037825059,0.17900038744672606,0.2864326120140074
12654,0.39023978385680513,0.3096990830427483,0.4327915955822933
12657,0.5950692333671057,0.2974299367170347,0.5034569453174105
12658,0.5119891928402567,0.3096990830427483,0.45586782796085124
12659,0.4314420803782506,0.0,0.22663194756218014
12660,0.5950692333671057,0.0,0.23803537757026133
12676,0.46335697399527187,0.32093503809892804,0.5246475711591991
12691,0.3144208037825059,0.20780059408497997,0.3772110981413308
12695,0.29246876055386684,0.23143484437556502,0.4432073269282572
12702,0.502870651806822,0.08950019372336303,0.30367244320732695
12703,0.2801418439716312,0.17900038744672606,0.3392295950435486
12778,0.502870651806822,0.28374015239571226,0.4332405495196193
12781,0.30040526849037485,0.17900038744672606,0.40756038430457037
12787,0.6290104694360014,0.23143484437556502,0.430457035108198
12795,0.5119891928402567,0.20780059408497997,0.4291101732962198
12808,0.3947990543735225,0.23143484437556502,0.38654934003771213
12812,0.36102668017561634,0.17900038744672606,0.34192331866750475
12827,0.7283012495778454,0.25132377631409014,0.41725778935081265
