CustomerID,Recency,Frequency,Monetary
12350,0.031239446133063176,0.2685005811700891,0.42524916943521596
12354,0.08020938872002703,0.4207671445176288,0.5383855616413756
12356,0.07109084768659235,0.3658788583236472,0.5629882374068421
12363,0.2078689631881121,0.25132377631409014,0.4485947741761696
12365,0.042046605876393084,0.2685005811700891,0.5219538475352429
12377,0.028537656197230588,0.4104352318222911,0.5482625482625483
12383,0.11938534278959811,0.4348443755650265,0.5574212085839994
12390,0.262242485646741,0.2685005811700891,0.42794289305917216
12405,0.15619723066531577,0.349735244737182,0.5000448953937326
12410,0.032421479229989836,0.2685005811700891,0.49393912184609867
12422,0.23100303951367773,0.33126695079426577,0.46242255544581135
12424,0.14083080040526852,0.2974299367170347,0.5876807039597738
12426,0.11043566362715307,0.2685005811700891,0.42515937864775083
12447,0.07244174265450853,0.2685005811700891,0.4185148603753256
12453,0.1729145558932793,0.32093503809892804,0.4427583729909312
12461,0.14944275582573452,0.25132377631409014,0.43674239023076233
12468,0.11668355285376564,0.33126695079426577,0.47544221962826616
12489,0.01773049645390068,0.20780059408497997,0.39786297925832814
12493,0.137791286727457,0.20780059408497997,0.3959773727215588
12501,0.01773049645390068,0.4732016014464678,0.5394630510909582
12507,0.1729145558932793,0.20780059408497997,0.4858579509742301
12510,0.16312056737588643,0.2974299367170347,0.5004938493310587
12513,0.20330969267139476,0.32093503809892804,0.46843853820598014
12514,0.05656872678149272,0.33126695079426577,0.4693364460806322
12515,0.009456264775413725,0.23143484437556502,0.39786297925832814
12521,0.16312056737588643,0.349735244737182,0.48621711412409097
12534,0.1779804120229651,0.35812992380214387,0.46960581844302784
12535,0.23826409996622755,0.3096990830427483,0.4797521774265961
12559,0.026511313745356313,0.23143484437556502,0.41968214061237324
12564,0.06028368794326233,0.3096990830427483,0.4786746879770136
12566,0.2478892266126309,0.20780059408497997,0.3668851575828321
12573,0.08392434988179676,0.2974299367170347,0.3593427314357547
12574,0.028537656197230588,0.20780059408497997,0.39642632665888483
12579,0.2642688280986153,0.25132377631409014,0.4327915955822933
